marketplace,operation_id,http_method,host,path,section,scope,safety,summary,pagination,rate_limit,status,implemented_in_baseline,contract_parameters,request_body,replacement,shutdown_date
wildberries,patchV0AuctionNms,PATCH,advert-api.wildberries.ru,/adv/v0/auction/nms,Управление кампаниями,promotion,write,Изменение списка карточек товаров в кампаниях,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""type"":""object"",""required"":[""nms""],""properties"":{""nms"":{""type"":""array"",""maxItems"":20,""items"":{""type"":""object"",""required"":[""advert_id"",""nms""]}}}}}}",,
wildberries,putV0AuctionPlacements,PUT,advert-api.wildberries.ru,/adv/v0/auction/placements,Управление кампаниями,promotion,write,Изменение мест размещения в кампаниях с ручной ставкой,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""type"":""object"",""required"":[""placements""],""properties"":{""placements"":{""type"":""array"",""maxItems"":50,""items"":{""type"":""object"",""required"":[""advert_id"",""placements""]}}}}}}",,
wildberries,getV0Delete,GET,advert-api.wildberries.ru,/adv/v0/delete,Управление кампаниями,promotion,read,Удаление кампании,none,,CURRENT,True,"[{""name"":""id"",""in"":""query"",""required"":true,""schema"":{""type"":""integer""}}]",null,,
wildberries,deleteV0NormqueryBids,DELETE,advert-api.wildberries.ru,/adv/v0/normquery/bids,Поисковые кластеры,promotion,destructive,Удалить ставки поисковых кластеров,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/V0DeleteNormQueryBidsRequest""}}}",,
wildberries,postV0NormqueryBids,POST,advert-api.wildberries.ru,/adv/v0/normquery/bids,Поисковые кластеры,promotion,write,Установить ставки для поисковых кластеров,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/V0SetNormQueryBidsRequest""}}}",,
wildberries,postV0NormqueryGetBids,POST,advert-api.wildberries.ru,/adv/v0/normquery/get-bids,Поисковые кластеры,promotion,read,Список ставок поисковых кластеров,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/V0GetNormQueryBidsRequest""}}}",,
wildberries,postV0NormqueryGetMinus,POST,advert-api.wildberries.ru,/adv/v0/normquery/get-minus,Поисковые кластеры,promotion,read,Список минус-фраз кампаний,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/V0GetNormQueryMinusRequest""}}}",,
wildberries,postV0NormqueryList,POST,advert-api.wildberries.ru,/adv/v0/normquery/list,Поисковые кластеры,promotion,read,Списки активных и неактивных поисковых кластеров,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/V0GetNormQueryListRequest""}}}",,
wildberries,postV0NormquerySetMinus,POST,advert-api.wildberries.ru,/adv/v0/normquery/set-minus,Поисковые кластеры,promotion,write,Установка и удаление минус-фраз,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/V0SetMinusNormQueryRequest""}}}",,
wildberries,postV0NormqueryStats,POST,advert-api.wildberries.ru,/adv/v0/normquery/stats,Статистика,promotion,read,Статистика поисковых кластеров,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/V0GetNormQueryStatsRequest""}}}",,
wildberries,getV0Pause,GET,advert-api.wildberries.ru,/adv/v0/pause,Управление кампаниями,promotion,read,Пауза кампании,none,,CURRENT,True,"[{""name"":""id"",""in"":""query"",""required"":true,""schema"":{""type"":""integer""}}]",null,,
wildberries,postV0Rename,POST,advert-api.wildberries.ru,/adv/v0/rename,Управление кампаниями,promotion,write,Переименование кампании,none,,CURRENT,True,[],"{""required"":false,""content"":{""application/json"":{""type"":""object"",""required"":[""advertId"",""name""],""properties"":{""advertId"":{""type"":""integer""},""name"":{""type"":""string""}}}}}",,
wildberries,getV0Start,GET,advert-api.wildberries.ru,/adv/v0/start,Управление кампаниями,promotion,read,Запуск кампании,none,,CURRENT,True,"[{""name"":""id"",""in"":""query"",""required"":true,""schema"":{""type"":""integer""}}]",null,,
wildberries,getV0Stop,GET,advert-api.wildberries.ru,/adv/v0/stop,Управление кампаниями,promotion,read,Завершение кампании,none,,CURRENT,True,"[{""name"":""id"",""in"":""query"",""required"":true,""schema"":{""type"":""integer""}}]",null,,
wildberries,getV1Advert,GET,advert-media-api.wildberries.ru,/adv/v1/advert,Медиа,promotion,read,Информация о медиакампании,none,,CURRENT,True,"[{""name"":""id"",""in"":""query"",""required"":true,""schema"":{""type"":""integer""}}]",null,,
wildberries,getV1Adverts,GET,advert-media-api.wildberries.ru,/adv/v1/adverts,Медиа,promotion,read,Список медиакампаний,offset,,CURRENT,True,"[{""name"":""status"",""in"":""query"",""required"":false,""schema"":{""type"":""string""}},{""name"":""type"",""in"":""query"",""required"":false,""schema"":{""type"":""integer""}},{""name"":""limit"",""in"":""query"",""required"":false,""schema"":{""type"":""integer""}},{""name"":""offset"",""in"":""query"",""required"":false,""schema"":{""type"":""integer""}},{""name"":""order"",""in"":""query"",""required"":false,""schema"":{""type"":""string""}},{""name"":""direction"",""in"":""query"",""required"":false,""schema"":{""type"":""string""}}]",null,,
wildberries,getV1Balance,GET,advert-api.wildberries.ru,/adv/v1/balance,Финансы,promotion,read,Баланс,none,,CURRENT,True,[],null,,
wildberries,getV1Budget,GET,advert-api.wildberries.ru,/adv/v1/budget,promotion,promotion,read,Бюджет кампании,none,,CURRENT,True,"[{""name"":""id"",""in"":""query"",""required"":true,""schema"":{""type"":""integer""}}]",null,,
wildberries,postV1BudgetDeposit,POST,advert-api.wildberries.ru,/adv/v1/budget/deposit,Финансы,promotion,write,Пополнение бюджета кампании,none,,CURRENT,True,"[{""name"":""id"",""in"":""query"",""required"":true,""schema"":{""type"":""integer""}}]","{""required"":true,""content"":{""application/json"":{""type"":""object"",""properties"":{""sum"":{""type"":""integer""},""cashback_sum"":{""type"":""integer""},""cashback_percent"":{""type"":""integer""},""type"":{""type"":""integer""},""return"":{""type"":""boolean""}}}}}",,
wildberries,getV1Count,GET,advert-media-api.wildberries.ru,/adv/v1/count,Медиа,promotion,read,Количество медиакампаний,none,,CURRENT,True,[],null,,
wildberries,postV1NormqueryStats,POST,advert-api.wildberries.ru,/adv/v1/normquery/stats,Статистика,promotion,read,Статистика по поисковым кластерам с детализацией по дням,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/V1GetNormQueryStatsRequest""}}}",,
wildberries,getV1Payments,GET,advert-api.wildberries.ru,/adv/v1/payments,Финансы,promotion,read,Получение истории пополнений счёта,none,,CURRENT,True,"[{""name"":""from"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""format"":""date""}},{""name"":""to"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""format"":""date""}}]",null,,
wildberries,getV1PromotionCount,GET,advert-api.wildberries.ru,/adv/v1/promotion/count,promotion,promotion,read,Списки кампаний,none,,CURRENT,True,[],null,,
wildberries,postV1Stats,POST,advert-media-api.wildberries.ru,/adv/v1/stats,Статистика,promotion,read,Статистика медиакампаний,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""type"":""array"",""minItems"":1,""maxItems"":100,""items"":{}}}}",,
wildberries,getV1SupplierSubjects,GET,advert-api.wildberries.ru,/adv/v1/supplier/subjects,Создание кампаний,promotion,read,Предметы для кампаний,none,,CURRENT,True,"[{""name"":""payment_type"",""in"":""query"",""required"":false,""schema"":{""type"":""string""}}]",null,,
wildberries,getV1Upd,GET,advert-api.wildberries.ru,/adv/v1/upd,Финансы,promotion,read,Получение истории затрат,none,,CURRENT,True,"[{""name"":""from"",""in"":""query"",""required"":true,""schema"":{""type"":""string"",""format"":""date""}},{""name"":""to"",""in"":""query"",""required"":true,""schema"":{""type"":""string"",""format"":""date""}}]",null,,
wildberries,postV2SeacatSaveAd,POST,advert-api.wildberries.ru,/adv/v2/seacat/save-ad,Создание кампаний,promotion,write,Создать кампанию,none,,CURRENT,True,[],"{""required"":false,""content"":{""application/json"":{""type"":""object"",""required"":[""name""],""properties"":{""name"":{""type"":""string""},""nms"":{""type"":""array"",""items"":{""type"":""integer""}},""bid_type"":{""type"":""string"",""enum"":[""manual"",""unified""]},""payment_type"":{""type"":""string"",""enum"":[""cpm"",""cpc""]},""placement_types"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""search"",""recommendations""]}}}}}}",,
wildberries,postV2SupplierNms,POST,advert-api.wildberries.ru,/adv/v2/supplier/nms,Создание кампаний,promotion,write,Карточки товаров для кампаний,none,,CURRENT,True,[],"{""required"":false,""content"":{""application/json"":{""type"":""array"",""items"":{""type"":""integer""}}}}",,
wildberries,getV3Fullstats,GET,advert-api.wildberries.ru,/adv/v3/fullstats,Статистика,promotion,read,Статистика кампаний,none,,CURRENT,True,"[{""name"":""ids"",""in"":""query"",""required"":true,""schema"":{""type"":""string""}},{""name"":""beginDate"",""in"":""query"",""required"":true,""schema"":{""type"":""string"",""format"":""date""}},{""name"":""endDate"",""in"":""query"",""required"":true,""schema"":{""type"":""string"",""format"":""date""}}]",null,,
wildberries,getV0BidsRecommendations,GET,advert-api.wildberries.ru,/api/advert/v0/bids/recommendations,Управление кампаниями,promotion,read,Рекомендуемые ставки для карточек товаров и поисковых кластеров,none,,CURRENT,True,"[{""name"":""nmId"",""in"":""query"",""required"":true,""schema"":{""type"":""integer"",""format"":""int64""}},{""name"":""advertId"",""in"":""query"",""required"":true,""schema"":{""type"":""integer"",""format"":""int64""}}]",null,,
wildberries,patchV1Bids,PATCH,advert-api.wildberries.ru,/api/advert/v1/bids,Управление кампаниями,promotion,write,Изменение ставок в кампаниях,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""type"":""object"",""required"":[""bids""],""properties"":{""bids"":{""type"":""array"",""maxItems"":50,""items"":{""type"":""object"",""required"":[""advert_id"",""nm_bids""]}}}}}}",,
wildberries,postV1BidsMin,POST,advert-api.wildberries.ru,/api/advert/v1/bids/min,Создание кампаний,promotion,write,Минимальные ставки для карточек товаров,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""type"":""object"",""required"":[""advert_id"",""nm_ids"",""payment_type"",""placement_types""],""properties"":{""advert_id"":{""type"":""integer"",""format"":""int64""},""nm_ids"":{""type"":""array"",""minLength"":1,""maxLength"":100,""items"":{""type"":""integer"",""format"":""int64""}},""payment_type"":{""type"":""string"",""enum"":[""cpm"",""cpc""]},""placement_types"":{""type"":""array"",""items"":{""type"":""string"",""enum"":[""combined"",""search"",""recommendation""]}}}}}}",,
wildberries,getV1Config,GET,advert-api.wildberries.ru,/api/advert/v1/config,Управление кампаниями,advert,read,Конфигурационные значения продвижения,none_or_response_driven,,CURRENT,False,[],null,,
wildberries,postV1NormqueryBids,POST,advert-api.wildberries.ru,/api/advert/v1/normquery/bids,Поисковые кластеры,advert,write,Установить ставки для поисковых кластеров в валюте аккаунта продавца,none_or_response_driven,,CURRENT,False,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/V1SetNormQueryBidsRequest""}}}",,
wildberries,getV2Adverts,GET,advert-api.wildberries.ru,/api/advert/v2/adverts,Кампании,promotion,read,Информация о кампаниях,none,,CURRENT,True,"[{""name"":""ids"",""in"":""query"",""required"":false,""schema"":{""type"":""string""}},{""name"":""statuses"",""in"":""query"",""required"":false,""schema"":{""type"":""string""}},{""name"":""payment_type"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""enum"":[""cpm"",""cpc""]}}]",null,,
wildberries,getV1Deductions,GET,seller-analytics-api.wildberries.ru,/api/analytics/v1/deductions,Отчёты об удержаниях,analytics,read,Подмены и неверные вложения,offset,,CURRENT,True,"[{""name"":""dateFrom"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""format"":""date-time""}},{""name"":""dateTo"",""in"":""query"",""required"":true,""schema"":{""type"":""string"",""format"":""date-time""}},{""name"":""sort"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""enum"":[""nmId"",""dtBonus"",""bonusSumm""]}},{""name"":""order"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""enum"":[""desc"",""asc""]}},{""name"":""limit"",""in"":""query"",""required"":true,""schema"":{""type"":""integer"",""maximum"":1000}},{""name"":""offset"",""in"":""query"",""required"":false,""schema"":{""type"":""integer""}}]",null,,
wildberries,getV1MeasurementPenalties,GET,seller-analytics-api.wildberries.ru,/api/analytics/v1/measurement-penalties,Отчёты об удержаниях,analytics,read,Удержания за занижение габаритов упаковки,offset,,CURRENT,True,"[{""name"":""dateFrom"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""format"":""date-time""}},{""name"":""dateTo"",""in"":""query"",""required"":true,""schema"":{""type"":""string"",""format"":""date-time""}},{""name"":""limit"",""in"":""query"",""required"":true,""schema"":{""type"":""integer"",""maximum"":1000}},{""name"":""offset"",""in"":""query"",""required"":false,""schema"":{""type"":""integer""}}]",null,,
wildberries,postV1OrderFeed,POST,seller-analytics-api.wildberries.ru,/api/analytics/v1/order-feed,Лента заказов,contentanalytics,read,Получить отчёт,none_or_response_driven,,CURRENT,False,[],"{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/OrderFeedRequest""}}}",,
wildberries,postAnalyticsV1StocksReportSellerWarehouses,POST,seller-analytics-api.wildberries.ru,/api/analytics/v1/stocks-report/seller-warehouses,История остатков,contentanalytics,read,Остатки на складах продавца,none_or_response_driven,,CURRENT,False,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/InventoryRequest""}}}",,
wildberries,postV1StocksReportWbWarehouses,POST,seller-analytics-api.wildberries.ru,/api/analytics/v1/stocks-report/wb-warehouses,История остатков,analytics,read,Остатки на складах WB,offset,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/InventoryRequest""}}}",,
wildberries,getV1WarehouseMeasurements,GET,seller-analytics-api.wildberries.ru,/api/analytics/v1/warehouse-measurements,Отчёты об удержаниях,analytics,read,Замеры склада,offset,,CURRENT,True,"[{""name"":""dateFrom"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""format"":""date-time""}},{""name"":""dateTo"",""in"":""query"",""required"":true,""schema"":{""type"":""string"",""format"":""date-time""}},{""name"":""limit"",""in"":""query"",""required"":true,""schema"":{""type"":""integer"",""maximum"":1000}},{""name"":""offset"",""in"":""query"",""required"":false,""schema"":{""type"":""integer""}}]",null,,
wildberries,postV2ItemRating,POST,seller-analytics-api.wildberries.ru,/api/analytics/v2/item-rating,Оценка товара,contentanalytics,read,Получить отчёт,none_or_response_driven,,CURRENT,False,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/ItemRatingRequest""}}}",,
wildberries,postV3SalesFunnelGroupedHistory,POST,seller-analytics-api.wildberries.ru,/api/analytics/v3/sales-funnel/grouped/history,Воронка продаж,analytics,read,Статистика групп карточек товаров по дням,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/GroupedHistoryRequest""}}}",,
wildberries,postV3SalesFunnelProducts,POST,seller-analytics-api.wildberries.ru,/api/analytics/v3/sales-funnel/products,analytics,analytics,read,Статистика карточек товаров за период,offset,3 req/min,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/ItemsRequest""}}}",,
wildberries,postV3SalesFunnelProductsHistory,POST,seller-analytics-api.wildberries.ru,/api/analytics/v3/sales-funnel/products/history,Воронка продаж,analytics,read,Статистика карточек товаров по дням,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/ItemHistoryRequest""}}}",,
wildberries,getV1Rating,GET,feedbacks-api.wildberries.ru,/api/common/v1/rating,Информация о продавце,feedbacks,read,Получить рейтинг продавца,none,,CURRENT,True,[],null,,
wildberries,getV1Subscriptions,GET,common-api.wildberries.ru,/api/common/v1/subscriptions,Информация о продавце,common,read,Получить информацию о подписке Джем,none,,CURRENT,True,[],null,,
wildberries,getV1TariffConstructorOptions,GET,common-api.wildberries.ru,/api/common/v1/tariff-constructor/options,Информация о продавце,commonapi,read,Получить информацию об опциях Конструктора тарифов,none_or_response_driven,,CURRENT,False,"[{""name"":""locale"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""enum"":[""ru"",""en""]}}]",null,,
wildberries,getV2News,GET,common-api.wildberries.ru,/api/communications/v2/news,API новостей,common,read,Получение новостей портала продавцов,none,,CURRENT,True,"[{""name"":""from"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""format"":""date""}},{""name"":""fromID"",""in"":""query"",""required"":false,""schema"":{""type"":""integer"",""format"":""uint64""}}]",null,,
wildberries,wb_get_api_content_brands,GET,content-api.wildberries.ru,/api/content/v1/brands,"Категории, предметы и характеристики",content,read,Бренды,none,,CURRENT,True,"[{""name"":""subjectId"",""in"":""query"",""required"":true,""schema"":{""type"":""integer""}},{""name"":""next"",""in"":""query"",""required"":false,""schema"":{""type"":""integer""}}]",null,,
wildberries,postV1RecommendationsList,POST,content-api.wildberries.ru,/api/content/v1/recommendations/list,Рекомендации,content,read,Список рекомендаций в карточках товаров,none,,CURRENT,True,[],"{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/GetRecomReq""}}}",,
wildberries,postV1RecommendationsSet,POST,content-api.wildberries.ru,/api/content/v1/recommendations/set,Рекомендации,content,write,Установить рекомендации для товаров,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/SetRecomReq""}}}",,
wildberries,postV1UploadTaskB2bWholesale,POST,discounts-prices-api.wildberries.ru,/api/discounts-prices/v1/upload/task/b2b/wholesale,Цены и скидки,prices,write,Установить оптовые скидки для B2B-продаж,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""type"":""object"",""required"":[""data""],""properties"":{""data"":{""$ref"":""#/components/schemas/B2BWholesale""}}}},""source_ref"":""#/components/requestBodies/B2BWholesaleTaskRequest""}",,
wildberries,deleteFeedbacksV1Pins,DELETE,feedbacks-api.wildberries.ru,/api/feedbacks/v1/pins,Закреплённые отзывы,feedbacks,destructive,Открепить отзывы,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""type"":""array"",""maxItems"":500,""items"":{""type"":""integer""}}}}",,
wildberries,getFeedbacksV1Pins,GET,feedbacks-api.wildberries.ru,/api/feedbacks/v1/pins,Закреплённые отзывы,feedbacks,read,Список закреплённых и откреплённых отзывов,none,,CURRENT,True,"[{""name"":""state"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""enum"":[""pinned"",""unpinned""]}},{""name"":""pinOn"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""enum"":[""nm"",""imt""]}},{""name"":""imtId"",""in"":""query"",""required"":false,""schema"":{""type"":""integer""}},{""name"":""nmId"",""in"":""query"",""required"":false,""schema"":{""type"":""integer""}},{""name"":""feedbackId"",""in"":""query"",""required"":false,""schema"":{""type"":""integer""}},{""name"":""dateFrom"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""format"":""date-time""}},{""name"":""dateTo"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""format"":""date-time""}},{""name"":""next"",""in"":""query"",""required"":false,""schema"":{""type"":""integer""}},{""name"":""limit"",""in"":""query"",""required"":false,""schema"":{""type"":""integer"",""maximum"":500}}]",null,,
wildberries,postFeedbacksV1Pins,POST,feedbacks-api.wildberries.ru,/api/feedbacks/v1/pins,Закреплённые отзывы,feedbacks,read,Закрепить отзывы,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""type"":""array"",""maxItems"":500,""items"":{""$ref"":""#/components/schemas/openapi.PinReviewItem""}}}}",,
wildberries,getFeedbacksV1PinsCount,GET,feedbacks-api.wildberries.ru,/api/feedbacks/v1/pins/count,Закреплённые отзывы,feedbacks,read,Количество закреплённых и откреплённых отзывов,none,,CURRENT,True,"[{""name"":""state"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""enum"":[""pinned"",""unpinned""]}},{""name"":""pinOn"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""enum"":[""nm"",""imt""]}},{""name"":""imtId"",""in"":""query"",""required"":false,""schema"":{""type"":""integer""}},{""name"":""nmId"",""in"":""query"",""required"":false,""schema"":{""type"":""integer""}},{""name"":""feedbackId"",""in"":""query"",""required"":false,""schema"":{""type"":""integer""}},{""name"":""dateFrom"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""format"":""date-time""}},{""name"":""dateTo"",""in"":""query"",""required"":false,""schema"":{""type"":""string"",""format"":""date-time""}}]",null,,
wildberries,getFeedbacksV1PinsLimits,GET,feedbacks-api.wildberries.ru,/api/feedbacks/v1/pins/limits,Закреплённые отзывы,feedbacks,read,Лимиты закреплённых отзывов,none,,CURRENT,True,[],null,,
wildberries,postV1AcquiringDetailed,POST,finance-api.wildberries.ru,/api/finance/v1/acquiring/detailed,Финансовые отчёты,finance,write,Детализации к отчётам об издержках на приём платежей за период,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/AcquiringReportsDetailedReq""}}}",,
wildberries,postV1AcquiringDetailedReportId,POST,finance-api.wildberries.ru,/api/finance/v1/acquiring/detailed/{reportId},Финансовые отчёты,finance,write,Детализации к отчётам об издержках на приём платежей по ID отчётов,none,,CURRENT,True,"[{""name"":""reportId"",""in"":""path"",""required"":true,""schema"":{""type"":""integer"",""format"":""int64""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/FinancialReportsDetailedReportIdReq""}}}",,
wildberries,postV1AcquiringList,POST,finance-api.wildberries.ru,/api/finance/v1/acquiring/list,Финансовые отчёты,finance,read,Список отчётов об издержках на приём платежей,offset,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/AcquiringReportListReq""}}}",,
wildberries,postV1SalesReportsDetailed,POST,finance-api.wildberries.ru,/api/finance/v1/sales-reports/detailed,Финансовые отчёты,finance,read,Детализации к отчётам реализации за период,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/SalesReportsDetailedReq""}}}",,
wildberries,postV1SalesReportsDetailedReportId,POST,finance-api.wildberries.ru,/api/finance/v1/sales-reports/detailed/{reportId},Финансовые отчёты,finance,read,Детализации к отчётам реализации по ID отчётов,none,,CURRENT,True,"[{""name"":""reportId"",""in"":""path"",""required"":true,""schema"":{""type"":""integer"",""format"":""int64""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/FinancialReportsDetailedReportIdReq""}}}",,
wildberries,postV1SalesReportsList,POST,finance-api.wildberries.ru,/api/finance/v1/sales-reports/list,Финансовые отчёты,finance,read,Список отчётов реализации,offset,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/SalesReportListReq""}}}",,
wildberries,postV3ClickCollectOrdersFinalPrice,POST,marketplace-api.wildberries.ru,/api/marketplace/v3/click-collect/orders/final-price,Сборочные задания Самовывоз,marketplace,read,Получить цены продавца и суммы к оплате,none_or_response_driven,,CURRENT,False,[],"{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/api.OrdersRequest""}}}",,
wildberries,postV3ClickCollectOrdersMetaCustomsDeclaration,POST,marketplace-api.wildberries.ru,/api/marketplace/v3/click-collect/orders/meta/customs-declaration,Идентификаторы маркировки Самовывоз,marketplace,write,Закрепить номера ДТ за сборочными заданиями,none_or_response_driven,,CURRENT,False,[],"{""required"":true,""content"":{""application/json"":{""type"":""object"",""required"":[""orders""],""properties"":{""orders"":{""type"":""array"",""maxItems"":1000,""items"":{""type"":""object"",""required"":[""customsDeclaration"",""orderId"",""originCountryCode""]}}}}}}",,
wildberries,postV3ClickCollectOrdersMetaDelete,POST,marketplace-api.wildberries.ru,/api/marketplace/v3/click-collect/orders/meta/delete,Идентификаторы маркировки Самовывоз,marketplace,write,Удалить идентификаторы маркировки сборочных заданий,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/api.OrdersMetaDeleteRequest""}}}",,
wildberries,postV3ClickCollectOrdersMetaDetails,POST,marketplace-api.wildberries.ru,/api/marketplace/v3/click-collect/orders/meta/details,Идентификаторы маркировки Самовывоз,marketplace,read,Получить идентификаторы маркировки сборочных заданий,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/api.OrdersRequestV2""}}}",,
wildberries,postV3ClickCollectOrdersMetaGtin,POST,marketplace-api.wildberries.ru,/api/marketplace/v3/click-collect/orders/meta/gtin,Идентификаторы маркировки Самовывоз,marketplace,write,Закрепить GTIN за сборочными заданиями,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/api.OrdersGTINSetRequest""}}}",,
wildberries,postV3ClickCollectOrdersMetaImei,POST,marketplace-api.wildberries.ru,/api/marketplace/v3/click-collect/orders/meta/imei,Идентификаторы маркировки Самовывоз,marketplace,write,Закрепить IMEI за сборочными заданиями,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/api.OrdersIMEISetRequest""}}}",,
wildberries,postV3ClickCollectOrdersMetaSgtin,POST,marketplace-api.wildberries.ru,/api/marketplace/v3/click-collect/orders/meta/sgtin,Идентификаторы маркировки Самовывоз,marketplace,write,Закрепить коды маркировки Честного знака за сборочными заданиями,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/api.OrdersSGTINsSetRequest""}}}",,
wildberries,postV3ClickCollectOrdersMetaUin,POST,marketplace-api.wildberries.ru,/api/marketplace/v3/click-collect/orders/meta/uin,Идентификаторы маркировки Самовывоз,marketplace,write,Закрепить УИН за сборочными заданиями,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/api.OrdersUINSetRequest""}}}",,
wildberries,postV3ClickCollectOrdersStatusCancel,POST,marketplace-api.wildberries.ru,/api/marketplace/v3/click-collect/orders/status/cancel,Сборочные задания Самовывоз,marketplace,write,Отменить сборочные задания,none,,CURRENT,True,[],"{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/api.OrdersRequestV2""}}}",,
wildberries,postV3ClickCollectOrdersStatusConfirm,POST,marketplace-api.wildberries.ru,/api/marketplace/v3/click-collect/orders/status/confirm,Сборочные задания Самовывоз,marketplace,write,Перевести сборочные задания на сборку,none,,CURRENT,True,[],"{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/api.OrdersRequestV2""}}}",,
wildberries,postV3ClickCollectOrdersStatusInfo,POST,marketplace-api.wildberries.ru,/api/marketplace/v3/click-collect/orders/status/info,Сборочные задания Самовывоз,marketplace,read,Получить статусы сборочных заданий,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/api.OrdersRequestV2""}}}",,
wildberries,postV3ClickCollectOrdersStatusPrepare,POST,marketplace-api.wildberries.ru,/api/marketplace/v3/click-collect/orders/status/prepare,Сборочные задания Самовывоз,marketplace,write,"Сообщить, что сборочные задания готовы к выдаче",none,,CURRENT,True,[],"{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/api.OrdersRequestV2""}}}",,
wildberries,postV3ClickCollectOrdersStatusReceive,POST,marketplace-api.wildberries.ru,/api/marketplace/v3/click-collect/orders/status/receive,Сборочные задания Самовывоз,marketplace,write,"Сообщить, что заказы приняты покупателями",none,,CURRENT,True,[],"{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/api.OrdersRequestV2""}}}",,
