marketplace,operation_id,http_method,host,path,section,scope,safety,summary,pagination,rate_limit,status,implemented_in_baseline,contract_parameters,request_body,replacement,shutdown_date
ozon_seller,FbpAPI_FbpDraftPickupCreate,POST,api-seller.ozon.ru,/v1/fbp/draft/pick-up/create,DraftPickupFBP,seller,write,Создать черновик заявки на pick-up поставку,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpDraftPickupCreateRequest""}}}",,
ozon_seller,FbpAPI_FbpDraftPickUpDelete,POST,api-seller.ozon.ru,/v1/fbp/draft/pick-up/delete,DraftPickupFBP,seller,destructive,Отменить черновик заявки на pick-up поставку,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpDraftPickUpDeleteRequest""}}}",,
ozon_seller,FbpAPI_FbpDraftPickupDlvEdit,POST,api-seller.ozon.ru,/v1/fbp/draft/pick-up/dlv/edit,DraftPickupFBP,seller,write,Изменить черновик заявки на pick-up поставку,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpDraftPickupDlvEditRequest""}}}",,
ozon_seller,FbpAPI_FbpDraftPickUpProductValidate,POST,api-seller.ozon.ru,/v1/fbp/draft/pick-up/product/validate,DraftPickupFBP,seller,write,Провалидировать список товаров для pick-up поставки,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpDraftPickUpProductValidateRequest""}}}",,
ozon_seller,FbpDraftPickUpRegistrate,POST,api-seller.ozon.ru,/v1/fbp/draft/pick-up/registrate,DraftPickupFBP,seller,write,Перевести черновик в действующую поставку,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpDraftPickUpRegistrateRequest""}}}",,
ozon_seller,FbpAPI_FbpCreateLabel,POST,api-seller.ozon.ru,/v1/fbp/label/create,DeliveryFBP,seller,write,Cоздать задание на генерацию этикеток,none,,CURRENT,True,[],"{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpCreateLabelRequest""}}}",,
ozon_seller,FbpAPI_FbpGetLabel,POST,api-seller.ozon.ru,/v1/fbp/label/get,DeliveryFBP,seller,read,Получить статус задания на генерацию этикеток,none,,CURRENT,True,[],"{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpGetLabelRequest""}}}",,
ozon_seller,FbpAPI_FbpOrderDirectCancel,POST,api-seller.ozon.ru,/v1/fbp/order/direct/cancel,OrderDirectFBP,seller,write,Отменить поставку,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpOrderDirectCancelRequest""}}}",,
ozon_seller,FbpAPI_FbpOrderDirectSellerDlvEdit,POST,api-seller.ozon.ru,/v1/fbp/order/direct/seller-dlv/edit,OrderDirectFBP,seller,write,Обновить информацию о доставке силами продавца,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpOrderDirectSellerDlvEditRequest""}}}",,
ozon_seller,FbpAPI_FbpEditTimeslot,POST,api-seller.ozon.ru,/v1/fbp/order/direct/timeslot/edit,OrderDirectFBP,seller,read,Отредактировать таймслот в заявке на поставку,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpEditTimeslotRequest""}}}",,
ozon_seller,FbpAPI_FbpAvailableTimeslotList,POST,api-seller.ozon.ru,/v1/fbp/order/direct/timeslot/list,OrderDirectFBP,seller,read,Получить список таймслотов для поставки,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpAvailableTimeslotListRequest""}}}",,
ozon_seller,FbpAPI_FbpOrderDropOffCancel,POST,api-seller.ozon.ru,/v1/fbp/order/drop-off/cancel,OrderDropOffFBP,seller,write,Отменить поставку drop-off,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpOrderDropOffCancelRequest""}}}",,
ozon_seller,FbpAPI_FbpOrderDropOffDlvEdit,POST,api-seller.ozon.ru,/v1/fbp/order/drop-off/dlv/edit,OrderDropOffFBP,seller,write,Отредактировать информацию о поставке на drop-off пункт,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpOrderDropOffDlvEditRequest""}}}",,
ozon_seller,FbpAPI_FbpOrderDropOffTimetable,POST,api-seller.ozon.ru,/v1/fbp/order/drop-off/timetable,OrderDropOffFBP,seller,write,Получить график работы drop-off пункта,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpOrderDropOffTimetableRequest""}}}",,
ozon_seller,FbpAPI_FbpOrderGet,POST,api-seller.ozon.ru,/v1/fbp/order/get,DeliveryFBP,seller,read,Получить информацию о конкретной поставке,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpOrderGetRequest""}}}",,
ozon_seller,FbpAPI_FbpOrderList,POST,api-seller.ozon.ru,/v1/fbp/order/list,DeliveryFBP,seller,read,Получить список поставок,last_id,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpOrderListRequest""}}}",,
ozon_seller,FbpAPI_FbpOrderPickUpCancel,POST,api-seller.ozon.ru,/v1/fbp/order/pick-up/cancel,OrderPickupFBP,seller,write,Отменить pick-up поставку,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpOrderPickUpCancelRequest""}}}",,
ozon_seller,FbpAPI_FbpOrderPickUpDlvEdit,POST,api-seller.ozon.ru,/v1/fbp/order/pick-up/dlv/edit,OrderPickupFBP,seller,write,Изменить данные о точке забора,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbpOrderPickUpDlvEditRequest""}}}",,
ozon_seller,FbpWarehouseList,POST,api-seller.ozon.ru,/v1/fbp/warehouse/list,DeliveryFBPDraft,seller,read,Получить список партнёрских складов,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]",null,,
ozon_seller,PostingAPI_FbsPostingProductExemplarUpdate,POST,api-seller.ozon.ru,/v1/fbs/posting/product/exemplar/update,fbs,seller,write,Обновить данные экземпляров,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1FbsPostingProductExemplarUpdateRequest""}}}",,
ozon_seller,GetFinanceAccrualByDay,POST,api-seller.ozon.ru,/v1/finance/accrual/by-day,BetaMethod,seller,UNVERIFIED,Получить начисления за день,none_or_response_driven,,CURRENT,False,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/finance.v1.GetFinanceAccrualByDayRequest""}}}",,
ozon_seller,GetFinanceAccrualPostings,POST,api-seller.ozon.ru,/v1/finance/accrual/postings,BetaMethod,seller,UNVERIFIED,Получить начисления по отправлениям,none_or_response_driven,,CURRENT,False,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/finance.v1.GetFinanceAccrualPostingsRequest""}}}",,
ozon_seller,GetFinanceAccrualTypes,POST,api-seller.ozon.ru,/v1/finance/accrual/types,BetaMethod,seller,UNVERIFIED,Получить справочник начислений,none_or_response_driven,,CURRENT,False,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]",null,,
ozon_seller,GetFinanceBalanceV1,POST,api-seller.ozon.ru,/v1/finance/balance,BetaMethod,seller,read,Получить отчёт о балансе,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1GetFinanceBalanceV1Request""}}}",,
ozon_seller,FinanceAPI_FinanceCashFlowStatementList,POST,api-seller.ozon.ru,/v1/finance/cash-flow-statement/list,reports,seller,write,Финансовый отчёт,page,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v3FinanceCashFlowStatementListRequest""}}}",,
ozon_seller,ReportAPI_GetCompensationReport,POST,api-seller.ozon.ru,/v1/finance/compensation,FinanceAPI,seller,read,Отчёт о компенсациях,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1GetCompensationReportRequest""}}}",,
ozon_seller,ReportAPI_GetDecompensationReport,POST,api-seller.ozon.ru,/v1/finance/decompensation,FinanceAPI,seller,read,Отчёт о декомпенсациях,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1GetDecompensationReportRequest""}}}",,
ozon_seller,ReportAPI_CreateDocumentB2BSalesReport,POST,api-seller.ozon.ru,/v1/finance/document-b2b-sales,FinanceAPI,seller,write,Реестр продаж юридическим лицам,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1CreateDocumentB2BSalesReportRequest""}}}",,
ozon_seller,ReportAPI_CreateDocumentB2BSalesJSONReport,POST,api-seller.ozon.ru,/v1/finance/document-b2b-sales/json,FinanceAPI,seller,write,Реестр продаж юридическим лицам в JSON-формате,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1CreateDocumentB2BSalesJSONReportRequest""}}}",,
ozon_seller,ReportAPI_CreateMutualSettlementReport,POST,api-seller.ozon.ru,/v1/finance/mutual-settlement,finance,seller,write,Отчёт о взаиморасчётах,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1CreateMutualSettlementReportRequest""}}}",,
ozon_seller,GetFinanceProductsBuyout,POST,api-seller.ozon.ru,/v1/finance/products/buyout,FinanceAPI,seller,read,Отчёт о выкупленных товарах,none,,CURRENT,True,[],"{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1GetFinanceProductsBuyoutRequest""}}}",,
ozon_seller,FinanceAPI_GetRealizationByDayReportV1,POST,api-seller.ozon.ru,/v1/finance/realization/by-day,Premium,seller,read,Отчёт о реализации товаров за день,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1GetRealizationReportByDayRequest""}}}",,
ozon_seller,FinanceAPI_GetRealizationReportV1,POST,api-seller.ozon.ru,/v1/finance/realization/posting,FinanceAPI,seller,read,Позаказный отчёт о реализации товаров,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1GetRealizationReportPostingRequest""}}}",,
ozon_seller,invoice_delete,POST,api-seller.ozon.ru,/v1/invoice/delete,invoices,seller,write,Удалить ссылку на счёт-фактуру,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1InvoiceDeleteRequest""}}}",,
ozon_seller,invoice_upload,POST,api-seller.ozon.ru,/v1/invoice/file/upload,invoices,seller,write,Загрузка счёта-фактуры,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1InvoiceFileUploadRequest""}}}",,
ozon_seller,CheckNotification,POST,api-seller.ozon.ru,/v1/notification/check,Notification,seller,write,Проверить URL-адрес для уведомлений,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/notification.v1.CheckNotificationRequest""}}}",,
ozon_seller,DeleteNotification,POST,api-seller.ozon.ru,/v1/notification/delete,Notification,seller,destructive,Удалить URL-адрес для уведомлений,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/notification.v1.DeleteNotificationRequest""}}}",,
ozon_seller,EnableNotification,POST,api-seller.ozon.ru,/v1/notification/enable,Notification,seller,write,Включить или выключить уведомления на URL-адрес,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/notification.v1.EnableNotificationRequest""}}}",,
ozon_seller,NotificationList,POST,api-seller.ozon.ru,/v1/notification/list,Notification,seller,read,Получить информацию по подключённым URL-адресам,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]",null,,
ozon_seller,GetNotificationPushTypeList,POST,api-seller.ozon.ru,/v1/notification/push-type/list,Notification,seller,read,Получить типы пуш-уведомлений,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]",null,,
ozon_seller,SetNotification,POST,api-seller.ozon.ru,/v1/notification/set,Notification,seller,write,Подключить URL-адрес для уведомлений,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/notification.v1.SetNotificationRequest""}}}",,
ozon_seller,UpdateNotification,POST,api-seller.ozon.ru,/v1/notification/update,Notification,seller,write,Изменить URL-адрес для уведомлений,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/notification.v1.UpdateNotificationRequest""}}}",,
ozon_seller,OrderAPI_OrderCancel,POST,api-seller.ozon.ru,/v1/order/cancel,OrderAPI,seller,write,Отменить заказ,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1OrderCancelRequest""}}}",,
ozon_seller,OrderAPI_OrderCancelCheck,POST,api-seller.ozon.ru,/v1/order/cancel/check,OrderAPI,seller,write,Проверить возможность отмены заказа,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1OrderCancelCheckRequest""}}}",,
ozon_seller,OrderAPI_OrderCancelStatus,POST,api-seller.ozon.ru,/v1/order/cancel/status,OrderAPI,seller,write,Получить статус отмены заказа,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1OrderCancelStatusRequest""}}}",,
ozon_seller,PassList,POST,api-seller.ozon.ru,/v1/pass/list,pass,seller,write,Список пропусков,cursor,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/arrivalpassArrivalPassListRequest""}}}",,
ozon_seller,PolygonAPI_BindPolygon,POST,api-seller.ozon.ru,/v1/polygon/bind,polygons,seller,write,Свяжите метод доставки с полигоном доставки,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/polygonv1PolygonBindRequest""}}}",,
ozon_seller,PolygonAPI_CreatePolygon,POST,api-seller.ozon.ru,/v1/polygon/create,polygons,seller,write,Создайте полигон доставки,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/polygonv1PolygonCreateRequest""}}}",,
ozon_seller,PolygonDelete,POST,api-seller.ozon.ru,/v1/polygon/delete,PolygonAPI,seller,destructive,Удалить полигон из области доставки,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1PolygonDeleteRequest""}}}",,
ozon_seller,PolygonList,POST,api-seller.ozon.ru,/v1/polygon/list,PolygonAPI,seller,read,Получить список установленных полигонов на метод доставки,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1PolygonListRequest""}}}",,
ozon_seller,PolygonTimeCoordinatesUpdate,POST,api-seller.ozon.ru,/v1/polygon/time/coordinates/update,PolygonAPI,seller,write,Обновить координаты полигона доставки,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1PolygonTimeCoordinatesUpdateRequest""}}}",,
ozon_seller,PolygonTimeSet,POST,api-seller.ozon.ru,/v1/polygon/time/set,PolygonAPI,seller,write,Установить новое время доставки в полигоне,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1PolygonTimeSetRequest""}}}",,
ozon_seller,PostingAPI_PostingCancel,POST,api-seller.ozon.ru,/v1/posting/cancel,FboPostingAPI,seller,write,Отменить отправление из заказа,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1PostingCancelRequest""}}}",,
ozon_seller,PostingAPI_PostingCancelStatus,POST,api-seller.ozon.ru,/v1/posting/cancel/status,FboPostingAPI,seller,write,Проверить статус отмены отправления,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1PostingCancelStatusRequest""}}}",,
ozon_seller,PostingAPI_GetCarriageAvailableList,POST,api-seller.ozon.ru,/v1/posting/carriage-available/list,fbs,seller,write,Список доступных перевозок,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/postingv1GetCarriageAvailableListRequest""}}}",,
ozon_seller,PostingAPI_SetPostingCutoff,POST,api-seller.ozon.ru,/v1/posting/cutoff/set,fbs,seller,write,Уточнить дату отгрузки отправления,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1SetPostingCutoffRequest""}}}",,
ozon_seller,UploadPostingCodes,POST,api-seller.ozon.ru,/v1/posting/digital/codes/upload,Digital,seller,write,Загрузить коды цифровых товаров для отправления,none,,CURRENT,True,[],"{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1UploadPostingCodesRequest""}}}",,
ozon_seller,ListPostingCodes,POST,api-seller.ozon.ru,/v1/posting/digital/list,Digital,seller,read,Получить список отправлений,offset,,SHUTDOWN,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1ListPostingCodesRequest""}}}","{""method"":""POST"",""path"":""/v2/posting/digital/list""}",2026-08-31
ozon_seller,PostingAPI_GetPostingFboCancelReasonList,POST,api-seller.ozon.ru,/v1/posting/fbo/cancel-reason/list,fbs,seller,write,Причины отмены отправлений по схеме FBO,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]",null,,
ozon_seller,GetFbpPosting,POST,api-seller.ozon.ru,/v1/posting/fbp/get,BetaMethod,seller,UNVERIFIED,Получить информацию об отправлении по идентификатору,none_or_response_driven,,CURRENT,False,[],"{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/posting.v1.GetFbpPostingRequest""}}}",,
ozon_seller,PostingFbpList,POST,api-seller.ozon.ru,/v1/posting/fbp/list,DeliveryFBP,seller,UNVERIFIED,Получить список отправлений,none_or_response_driven,,CURRENT,False,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/posting.v1.PostingFbpListRequest""}}}",,
ozon_seller,PostingAPI_GetPostingFbsCancelReasonV1,POST,api-seller.ozon.ru,/v1/posting/fbs/cancel-reason,fbs,seller,write,Причины отмены отправления,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/postingCancelReasonRequest""}}}",,
ozon_seller,PostingAPI_CreateLabelBatch,POST,api-seller.ozon.ru,/v1/posting/fbs/package-label/create,FBS,seller,write,Создать задание на выгрузку этикеток,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1CreateLabelBatchRequest""}}}",,
ozon_seller,PostingAPI_GetLabelBatch,POST,api-seller.ozon.ru,/v1/posting/fbs/package-label/get,fbs,seller,write,Получить файл с этикетками,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1GetLabelBatchRequest""}}}",,
ozon_seller,PostingAPI_PostingFBSPickupCodeVerify,POST,api-seller.ozon.ru,/v1/posting/fbs/pick-up-code/verify,fbs,seller,write,Проверить код курьера,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1PostingFBSPickupCodeVerifyRequest""}}}",,
ozon_seller,PostingFbsProductTraceableAttribute,POST,api-seller.ozon.ru,/v1/posting/fbs/product/traceable/attribute,DeliveryFBS,seller,read,Получить список незаполненных атрибутов для прослеживаемых товаров,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1PostingFbsProductTraceableAttributeRequest""}}}",,
ozon_seller,PostingAPI_GetRestrictions,POST,api-seller.ozon.ru,/v1/posting/fbs/restrictions,fbs,seller,write,Получить ограничения пункта приёма,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1GetRestrictionsRequest""}}}",,
ozon_seller,FbsSplit,POST,api-seller.ozon.ru,/v1/posting/fbs/split,fbs,seller,write,Разделить заказ на отправления без сборки,none,,CURRENT,True,[],"{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1PostingFbsSplitRequest""}},""source_ref"":""#/components/requestBodies/v1PostingFbsSplitRequest""}",,
ozon_seller,PostingAPI_PostingTimeslotChangeRestrictions,POST,api-seller.ozon.ru,/v1/posting/fbs/timeslot/change-restrictions,fbs,seller,write,Доступные даты для переноса доставки,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1PostingFbsTimeslotChangeRestrictionsRequest""}}}",,
ozon_seller,PostingAPI_SetPostingTimeslot,POST,api-seller.ozon.ru,/v1/posting/fbs/timeslot/set,fbs,seller,write,Перенести дату доставки,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":true,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1PostingFbsTimeslotSetRequest""}}}",,
ozon_seller,PostingFbsTraceableSplit,POST,api-seller.ozon.ru,/v1/posting/fbs/traceable/split,DeliveryFBS,seller,write,Разделить отправление с прослеживаемыми товарами,none,,CURRENT,True,"[{""name"":""Client-Id"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}},{""name"":""Api-Key"",""in"":""header"",""required"":true,""schema"":{""type"":""string""}}]","{""required"":false,""content"":{""application/json"":{""$ref"":""#/components/schemas/v1PostingFbsTraceableSplitRequest""}}}",,
